run_uid,dataset,seed,round,runtime,strategy,attack_type,attack_plan_id,target_label,topology,num_clients,partition_scheme,client_id,task_id,packet_id,source_round,consumed_round,version_lag,is_malicious,attack_active,poisoned_samples,eligible_poison_samples,poisoned_batches,dba_trigger_part,attack_stats_missing,admitted,admission_score,niabd_anomaly_fraction,niabd_mean_abs_deviation,niabd_max_abs_deviation,niabd_mean_suppression,niabd_memory_eligible
bf095d6e6adc,cinic10,0,1,process-semi-async,vcaa-niabd,badnets,dd7318a7a6abce5895b1ca2fdaf12bed13e42d3d4a467ac1efe3442b75439b35,0,server-client,2,dirichlet,1,d040b2d275a4537d89ac17337aeeb2da,61d0686007fa4ddca31e9c43172ceae4,1,1,0,False,False,0,0,0,-1,0,True,0.671386404910399,0.0,0.0,0.0,0.0,True
bf095d6e6adc,cinic10,0,2,process-semi-async,vcaa-niabd,badnets,dd7318a7a6abce5895b1ca2fdaf12bed13e42d3d4a467ac1efe3442b75439b35,0,server-client,2,dirichlet,0,7602bac80a085abf98b6dffa0c74bf2f,fdf02e3811af46e09f2c5612fe29ae8d,1,2,1,True,True,10,52,1,-1,0,True,0.6812280391751083,0.20999999344348907,1.4571789503097534,7.558547019958496,0.10120189934968948,False
bf095d6e6adc,cinic10,0,3,process-semi-async,vcaa-niabd,badnets,dd7318a7a6abce5895b1ca2fdaf12bed13e42d3d4a467ac1efe3442b75439b35,0,server-client,2,dirichlet,0,513b30bfae9252109cc8aebe06df095e,5df8155c42984da48b73b41b2e3bed72,3,3,0,True,True,10,52,1,-1,0,True,0.6824917076477949,0.13500000536441803,1.0701775550842285,4.692747592926025,0.043455448001623154,False
