run_uid,dataset,seed,runtime,strategy,topology,server_model,client_model,server_device,client_device,num_clients,partition_scheme,knowledge_interface,aggregation_rule,vcaa_enabled,admission_method,niabd_enabled,defense_method,attack_type,attack_plan_id,target_label,malicious_fraction,poison_ratio,attack_start_round,rounds,final_accuracy,best_accuracy,final_loss,wall_clock_time_s,total_client_upload_bytes,total_server_broadcast_bytes,mean_teacher_utilization,total_teachers_admitted,total_teachers_rejected,total_teachers_purified,mean_niabd_anomaly_fraction,mean_niabd_suppression,final_niabd_threshold_mean,total_niabd_prototype_updates,total_rollbacks,total_numeric_failures,total_client_wire_bytes,total_packets_consumed,total_stale_packets,max_version_lag,final_basr_global,final_basr_local_1,final_basr_local_2,final_basr_local_3,final_basr_local_4,total_poisoned_samples,total_attack_stats_missing,mean_attack_window_basr,stale_rejection_rate,fresh_rejection_rate,mean_admitted_version_lag,mean_rejected_version_lag,mean_admitted_knowledge_age_s,mean_rejected_knowledge_age_s
7134f8d041f0,cinic10,0,process-semi-async,vcaa-niabd,server-client,resnet18,resnet18,cpu,cpu,2,dirichlet,localhost-tcp-serialized-proxy-logits,mean-soft-probabilities,1,vcaa,1,niabd,badnets,0929e14898105948c111955b5104caa6bb4487a5585f8ea4385db2f12cab0221,0,0.5,0.2,1,4,0.1,0.1,2.307108163833618,12.14100000000326,3200,4000,1.0,4,0,4,0.09124999959021807,0.03631355028483085,2.0008459091186523,2.0,0,0.0,10479,4,2,2.0,0.0,,,,,20,0,0.0,0.0,0.0,0.75,,1.1409999999996217,
