run_uid,dataset,seed,round,topology,num_clients,partition_scheme,admission_method,client_id,admitted,score,version_score,age_seconds,model_round,minimum_accepted_round,proxy_accuracy,mean_entropy,mean_kl,num_classes,accuracy_term,entropy_term,divergence_term,content_score,task_id,packet_id,source_round,consumed_round,version_lag,knowledge_age_s
7134f8d041f0,cinic10,0,1,server-client,2,dirichlet,vcaa,1,True,0.6713838086212579,0.9999790620195078,0.125,1.0,0.0,0.05,2.2970149993896483,0.1027153730392456,10.0,0.05,0.3687704412065878,0.902383779685444,0.342788555223008,d040b2d275a4537d89ac17337aeeb2da,f47beea71e3b4092aad98f06915ce7f1,1,1,0,0.0629999999946449
7134f8d041f0,cinic10,0,2,server-client,2,dirichlet,vcaa,0,True,0.6812292952780274,0.9998507636494272,0.8910000000032596,1.0,0.0,0.05,2.2900070190429687,0.01965510845184326,10.0,0.05,0.3698945137777113,0.9805367938488002,0.36260782690662785,7602bac80a085abf98b6dffa0c74bf2f,a9907cda24e94fb5a4edbf7f590526d9,1,2,1,0.8439999999973224
7134f8d041f0,cinic10,0,3,server-client,2,dirichlet,vcaa,0,True,0.6824903676223169,0.9999842545977877,0.09400000001187436,3.0,2.0,0.05,2.296124076843262,0.008967318385839463,10.0,0.05,0.36891315448595857,0.9910727681014251,0.3649964806468459,513b30bfae9252109cc8aebe06df095e,ff1276ea0ea44816a6297672d2560c71,3,3,0,0.03200000000651926
7134f8d041f0,cinic10,0,4,server-client,2,dirichlet,vcaa,1,True,0.6945416399194095,0.9993825975331916,3.686999999990803,2.0,1.0,0.1,2.2958505630493162,0.010206155478954315,10.0,0.1,0.36895697863385335,0.9898457505886565,0.3897006823056275,459d2ab1eaa55ebb8c9839b020fc5dac,c1d173a635f943afb4c56d5492f210b9,2,4,2,3.625
