run_uid,dataset,seed,round,topology,num_clients,partition_scheme,defense_method,client_id,anomaly_fraction,mean_abs_deviation,max_abs_deviation,mean_suppression,memory_eligible,task_id,packet_id,source_round,consumed_round,version_lag
7134f8d041f0,cinic10,0,1,server-client,2,dirichlet,niabd,1,0.0,0.0,0.0,0.0,True,d040b2d275a4537d89ac17337aeeb2da,f47beea71e3b4092aad98f06915ce7f1,1,1,0
7134f8d041f0,cinic10,0,2,server-client,2,dirichlet,niabd,0,0.20999999344348907,1.4571789503097534,7.558547019958496,0.10120189934968948,False,7602bac80a085abf98b6dffa0c74bf2f,a9907cda24e94fb5a4edbf7f590526d9,1,2,1
7134f8d041f0,cinic10,0,3,server-client,2,dirichlet,niabd,0,0.13500000536441803,1.0701775550842285,4.692747592926025,0.043455448001623154,False,513b30bfae9252109cc8aebe06df095e,ff1276ea0ea44816a6297672d2560c71,3,3,0
7134f8d041f0,cinic10,0,4,server-client,2,dirichlet,niabd,1,0.019999999552965164,0.7358680963516235,2.4333386421203613,0.000596853788010776,True,459d2ab1eaa55ebb8c9839b020fc5dac,c1d173a635f943afb4c56d5492f210b9,2,4,2
