run_uid,dataset,seed,round,runtime,strategy,attack_type,attack_plan_id,target_label,topology,num_clients,partition_scheme,client_id,task_id,packet_id,source_round,consumed_round,version_lag,is_malicious,attack_active,poisoned_samples,eligible_poison_samples,poisoned_batches,dba_trigger_part,attack_stats_missing,admitted,admission_score,niabd_anomaly_fraction,niabd_mean_abs_deviation,niabd_max_abs_deviation,niabd_mean_suppression,niabd_teacher_memory_score,niabd_high_quantile_deviation,niabd_mean_excess,niabd_consensus_deviation,niabd_memory_eligible,diagnostic_scope,diagnostic_usage,diagnostic_reporter_trust,diagnostic_seed,diagnostic_proxy_samples,clean_proxy_target_probability,triggered_proxy_target_probability,clean_trigger_logit_l1_deviation,clean_trigger_logit_l2_deviation,clean_trigger_prediction_flip_rate
3ef75fdf27cb,cifar10,0,5,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,1,,,,,,False,False,0,0,0,-1,,True,0.9111720727015751,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,5,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,2,,,,,,False,False,0,0,0,-1,,True,0.6511819359159113,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,5,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,3,,,,,,True,False,0,0,0,-1,,True,0.6626281259109276,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,6,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,0,,,,,,False,False,0,0,0,-1,,True,0.6547992673909981,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,6,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,1,,,,,,False,False,0,0,0,-1,,True,0.7837171054363646,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,6,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,2,,,,,,False,False,0,0,0,-1,,True,0.6355649614946335,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,6,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,3,,,,,,True,False,0,0,0,-1,,True,0.8976714402760737,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,7,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,0,,,,,,False,False,0,0,0,-1,,True,0.8530437637426774,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,7,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,1,,,,,,False,False,0,0,0,-1,,True,0.7480951224300518,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,7,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,2,,,,,,False,False,0,0,0,-1,,True,0.6116857239175545,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,7,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,3,,,,,,True,False,0,0,0,-1,,True,0.7167662669090376,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,8,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,0,,,,,,False,False,0,0,0,-1,,True,0.8516672318152562,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,8,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,1,,,,,,False,False,0,0,0,-1,,True,0.7494279987798804,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,8,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,2,,,,,,False,False,0,0,0,-1,,True,0.6121450623448058,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,8,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,3,,,,,,True,False,0,0,0,-1,,True,0.7146691216277377,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,9,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,0,,,,,,False,False,0,0,0,-1,,True,0.8515248374374336,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,9,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,1,,,,,,False,False,0,0,0,-1,,True,0.723574264178243,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,9,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,2,,,,,,False,False,0,0,0,-1,,True,0.6020829309046712,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,9,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,3,,,,,,True,False,0,0,0,-1,,True,0.7410119690748704,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,10,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,0,,,,,,False,False,0,0,0,-1,,True,0.8474984406897781,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,10,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,1,,,,,,False,False,0,0,0,-1,,True,0.7521895977571329,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,10,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,2,,,,,,False,False,0,0,0,-1,,True,0.6117467479576865,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,10,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,3,,,,,,True,False,0,0,0,-1,,True,0.7120505054883655,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,11,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,0,,,,,,False,False,0,0,0,-1,,True,0.8441211664013056,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,11,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,1,,,,,,False,False,0,0,0,-1,,True,0.7520960167588577,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,11,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,2,,,,,,False,False,0,0,0,-1,,True,0.611864331241345,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,11,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,3,,,,,,True,False,0,0,0,-1,,True,0.7111543965912613,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,12,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,0,,,,,,False,False,0,0,0,-1,,True,0.8504715562638561,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,12,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,1,,,,,,False,False,0,0,0,-1,,True,0.7510301496923631,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,12,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,2,,,,,,False,False,0,0,0,-1,,True,0.6128021806169429,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,12,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,3,,,,,,True,False,0,0,0,-1,,True,0.7124153576714852,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,13,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,0,,,,,,False,False,0,0,0,-1,,True,0.8503387851588666,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,13,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,1,,,,,,False,False,0,0,0,-1,,True,0.7516541145629126,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,13,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,2,,,,,,False,False,0,0,0,-1,,True,0.6118187614456381,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,13,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,3,,,,,,True,False,0,0,0,-1,,True,0.7127373306470719,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,14,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,0,,,,,,False,False,0,0,0,-1,,True,0.8482979262517395,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,14,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,1,,,,,,False,False,0,0,0,-1,,True,0.7500655291085164,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,14,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,2,,,,,,False,False,0,0,0,-1,,True,0.6111009346300172,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,14,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,3,,,,,,True,False,0,0,0,-1,,True,0.7126666562218551,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,15,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,0,,,,,,False,False,0,0,0,-1,,True,0.8403729032532207,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,15,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,1,,,,,,False,False,0,0,0,-1,,True,0.718368741725655,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,15,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,2,,,,,,False,False,0,0,0,-1,,True,0.5880073895959887,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,15,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,3,,,,,,True,True,14,71,3,-1,,True,0.7465540606065478,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,16,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,0,,,,,,False,False,0,0,0,-1,,True,0.8342506110719745,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,16,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,1,,,,,,False,False,0,0,0,-1,,True,0.6947051286693522,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,16,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,2,,,,,,False,False,0,0,0,-1,,True,0.5888097959572519,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,16,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,3,,,,,,True,True,17,81,3,-1,,True,0.7693767809719237,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,17,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,0,,,,,,False,False,0,0,0,-1,,True,0.8496275050914872,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,17,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,1,,,,,,False,False,0,0,0,-1,,True,0.713764956532162,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,17,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,2,,,,,,False,False,0,0,0,-1,,True,0.589596059373821,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,17,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,3,,,,,,True,True,18,91,3,-1,,True,0.749788328972278,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,18,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,0,,,,,,False,False,0,0,0,-1,,True,0.8482465903033679,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,18,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,1,,,,,,False,False,0,0,0,-1,,True,0.6939087470708455,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,18,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,2,,,,,,False,False,0,0,0,-1,,True,0.6082688156700752,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,18,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,3,,,,,,True,True,17,84,3,-1,,True,0.7697226216351369,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,19,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,0,,,,,,False,False,0,0,0,-1,,True,0.8536230193653702,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,19,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,1,,,,,,False,False,0,0,0,-1,,True,0.6863472403181583,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,19,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,2,,,,,,False,False,0,0,0,-1,,True,0.6131334933746224,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,19,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,3,,,,,,True,True,17,85,3,-1,,True,0.7747527625207463,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,20,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,0,,,,,,False,False,0,0,0,-1,,True,0.8607161779758483,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,20,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,1,,,,,,False,False,0,0,0,-1,,True,0.6871732809578316,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,20,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,2,,,,,,False,False,0,0,0,-1,,False,0.0,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,20,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,3,,,,,,True,True,15,73,3,-1,,True,0.7771276775197037,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,21,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,0,,,,,,False,False,0,0,0,-1,,True,0.8584254727319058,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,21,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,1,,,,,,False,False,0,0,0,-1,,True,0.6958248070557832,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,21,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,2,,,,,,False,False,0,0,0,-1,,False,0.0,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,21,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,3,,,,,,True,True,19,97,3,-1,,True,0.7696612562742801,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,22,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,0,,,,,,False,False,0,0,0,-1,,True,0.8675228030356907,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,22,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,1,,,,,,False,False,0,0,0,-1,,True,0.6906112295606671,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,22,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,2,,,,,,False,False,0,0,0,-1,,False,0.0,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,22,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,3,,,,,,True,True,18,90,3,-1,,True,0.7752148226309405,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,23,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,0,,,,,,False,False,0,0,0,-1,,True,0.86119150242126,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,23,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,1,,,,,,False,False,0,0,0,-1,,True,0.7046565471115602,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,23,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,2,,,,,,False,False,0,0,0,-1,,False,0.0,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,23,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,3,,,,,,True,True,17,83,3,-1,,True,0.7591909122268556,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,24,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,0,,,,,,False,False,0,0,0,-1,,True,0.8705880351634421,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,24,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,1,,,,,,False,False,0,0,0,-1,,True,0.7138453777134025,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,24,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,2,,,,,,False,False,0,0,0,-1,,False,0.0,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,24,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,3,,,,,,True,True,17,84,3,-1,,True,0.7521207897291212,,,,,,,,,,,,,,,,,,,
3ef75fdf27cb,cifar10,0,25,sync,vcaa,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,server-client,4,dirichlet,0,,,,,,False,False,0,0,0,-1,,True,0.890022616167273,,,,,,,,,,,,,,,,,,,
