run_uid,dataset,seed,runtime,strategy,result_schema_version,vcaa_algorithm_version,niabd_algorithm_version,aggregation_algorithm_version,run_class,attack_condition,topology,server_model,client_model,architecture_assignment_hash,server_parameter_count,client_parameter_count,server_device,client_device,num_clients,partition_scheme,knowledge_interface,aggregation_rule,vcaa_enabled,admission_method,niabd_enabled,defense_method,niabd_prototype_update_reason,attack_type,attack_plan_id,target_label,malicious_fraction,poison_ratio,attack_start_round,rounds,final_accuracy,best_accuracy,final_loss,wall_clock_time_s,total_client_upload_bytes,total_server_broadcast_bytes,mean_teacher_utilization,total_teachers_admitted,admitted_teachers,total_teachers_rejected,total_teachers_purified,mean_niabd_anomaly_fraction,mean_niabd_suppression,final_niabd_threshold_mean,total_niabd_prototype_updates,total_niabd_eligible_teacher_observations,total_niabd_memory_update_rounds,memory_candidate_teachers,normal_eligible_teachers,drift_recovery_candidates,memory_update_teachers,niabd_memory_update_reason,niabd_observations,vcaa_history_size,niabd_defense_available,niabd_purification_applied,niabd_memory_updated,transaction_id,transaction_status,rollback_reason,student_snapshot_sha256,received_teachers,checkpoint_path,checkpoint_sha256,total_rollbacks,total_numeric_failures,numeric_failure_count,teachers_purified,total_client_wire_bytes,total_packets_consumed,total_stale_packets,max_version_lag,final_basr_global,final_basr_local_1,final_basr_local_2,final_basr_local_3,final_basr_local_4,total_poisoned_samples,total_attack_stats_missing,mean_attack_window_basr,peak_attack_window_basr,peak_attack_window_round,attack_window_basr_auc,attack_window_auc_contiguous,attack_window_round_count,post_attack_recovery_basr,stale_rejection_rate,fresh_rejection_rate,mean_admitted_version_lag,mean_rejected_version_lag,mean_admitted_knowledge_age_s,mean_rejected_knowledge_age_s,git_commit_sha,git_dirty,config_sha256,runtime_profile_sha256
3ef75fdf27cb,cifar10,0,sync,vcaa,fedagg-results-v3,vcaa-v5-lineage-content-admission-runtime-age,none,aggregation-v1-probability-space,smoke,attacked,server-client,small_cnn,"small_cnn,small_cnn,small_cnn,small_cnn",0b46669105d5e60da8966c57c14d8790973af27d3e130435fccb864f185cd066,94986,94986,mps,mps,4,dirichlet,serialized-proxy-logits,mean-soft-probabilities,1,vcaa,0,none,,badnets,872667c04f7263a04d536de88cb2ac7b082c401a76843dc7b10981482d5938a2,0,0.2,0.2,15,30,0.0694,0.0694,1.0633195903778077,52.586924498013104,614400,614400,0.8916666666666667,107,3,13,0,,,,,,,,,0,0,,,5,,,,sync-30-d7b0f3be1fd07cf2,committed,,d7b0f3be1fd07cf276022441a0b1a16b21ebf297749e8d7102bb0e484f959ade,4,,,13,1.0,0.0,0,,,,,0.1517777777777778,,,,,278,0,0.017340277777777777,0.1517777777777778,30,0.20155555555555554,1,16,,,,,,,,78f0f4d87d3adf5403874ca1004284121563c9d7,True,5ebfab65683db6c5ca7d56040029e396c41f63435008febcd8af310140f3b77f,504b855ad7153485c5929f9b13828817605e261c47c8e729481154bffd62c1a0
