run_uid,dataset,seed,runtime,strategy,topology,server_model,client_model,server_device,client_device,num_clients,partition_scheme,knowledge_interface,aggregation_rule,vcaa_enabled,admission_method,niabd_enabled,defense_method,attack_type,attack_plan_id,target_label,malicious_fraction,poison_ratio,attack_start_round,rounds,final_accuracy,best_accuracy,final_loss,wall_clock_time_s,total_client_upload_bytes,total_server_broadcast_bytes,mean_teacher_utilization,total_teachers_admitted,total_teachers_rejected,total_teachers_purified,mean_niabd_anomaly_fraction,mean_niabd_suppression,final_niabd_threshold_mean,total_niabd_prototype_updates,total_rollbacks,total_numeric_failures,total_client_wire_bytes,total_packets_consumed,total_stale_packets,max_version_lag,final_basr_global,final_basr_local_1,final_basr_local_2,final_basr_local_3,final_basr_local_4,total_poisoned_samples,total_attack_stats_missing,mean_attack_window_basr,stale_rejection_rate,fresh_rejection_rate,mean_admitted_version_lag,mean_rejected_version_lag,mean_admitted_knowledge_age_s,mean_rejected_knowledge_age_s
edd74df8d700,cinic10,0,sync,vcaa-niabd,server-client,resnet18,resnet18,cpu,cpu,2,dirichlet,serialized-proxy-logits,mean-soft-probabilities,1,vcaa,1,niabd,badnets,63d3bb21f19edd26fdba2448eeaef7fcb5525ea53b1d28eedcf32728280fb35d,0,0.5,0.2,1,2,0.125,0.125,2.3225884437561035,4.689294600000721,3200,3200,1.0,4,0,4,0.016249999403953552,0.0014781812205910683,1.9999501705169678,2.0,0,0.0,0,0,0,,0.0,,,,,20,0,0.0,,,,,,
